vds_1,i_src,R0,C0,I0,R1,C1,I1,R2,C2,I2,R3,C3,I3,R4,C4,I4
0,9e-05,822.182,1.01773e-16,-1.96644e-06,826.055,4.17447e-17,-2.52762e-06,828.85,3.26731e-17,-2.95958e-06,826.687,3.21639e-17,-3.15248e-06,817.493,2.47754e-17,-4.10983e-06
0,9.1e-05,816.015,1.01773e-16,-2.00278e-06,819.872,4.17447e-17,-2.57468e-06,822.696,3.26731e-17,-3.01461e-06,820.567,3.21639e-17,-3.21096e-06,811.566,2.47754e-17,-4.18529e-06
0,9.2e-05,809.97,1.01773e-16,-2.03937e-06,813.811,4.17447e-17,-2.62205e-06,816.664,3.26731e-17,-3.07e-06,814.569,3.21639e-17,-3.26982e-06,805.755,2.47754e-17,-4.26124e-06
0,9.3e-05,804.043,1.01773e-16,-2.07619e-06,807.868,4.17447e-17,-2.66974e-06,810.75,3.26731e-17,-3.12575e-06,808.688,3.21639e-17,-3.32907e-06,800.058,2.47754e-17,-4.33766e-06
0,9.4e-05,798.231,1.01773e-16,-2.11325e-06,802.041,4.17447e-17,-2.71774e-06,804.95,3.26731e-17,-3.18187e-06,802.921,3.21639e-17,-3.38871e-06,794.471,2.47754e-17,-4.41456e-06
0,9.5e-05,792.529,1.01773e-16,-2.15055e-06,796.324,4.17447e-17,-2.76605e-06,799.262,3.26731e-17,-3.23835e-06,797.265,3.21639e-17,-3.44872e-06,788.991,2.47754e-17,-4.49192e-06
0,9.6e-05,786.936,1.01773e-16,-2.18807e-06,790.717,4.17447e-17,-2.81467e-06,793.681,3.26731e-17,-3.29518e-06,791.716,3.21639e-17,-3.50911e-06,783.614,2.47754e-17,-4.56976e-06
0,9.7e-05,781.447,1.01773e-16,-2.22583e-06,785.214,4.17447e-17,-2.8636e-06,788.205,3.26731e-17,-3.35238e-06,786.272,3.21639e-17,-3.56988e-06,778.338,2.47754e-17,-4.64806e-06
0,9.8e-05,776.06,1.01773e-16,-2.26382e-06,779.813,4.17447e-17,-2.91284e-06,782.83,3.26731e-17,-3.40992e-06,780.933,3.21639e-17,-3.63102e-06,773.159,2.47754e-17,-4.72682e-06
0,9.9e-05,770.772,1.01773e-16,-2.30204e-06,774.511,4.17447e-17,-2.96237e-06,777.554,3.26731e-17,-3.46782e-06,775.693,3.21639e-17,-3.69253e-06,768.075,2.47754e-17,-4.80605e-06
0,0.0001,765.579,1.01773e-16,-2.34049e-06,769.305,4.17447e-17,-3.01221e-06,772.374,3.26731e-17,-3.52607e-06,770.547,3.21639e-17,-3.75441e-06,763.084,2.47753e-17,-4.88572e-06
0,0.000101,760.48,1.01773e-16,-2.37916e-06,764.193,4.17447e-17,-3.06235e-06,767.291,3.26731e-17,-3.58467e-06,765.494,3.21639e-17,-3.81666e-06,758.181,2.47753e-17,-4.96586e-06
0,0.000102,755.471,1.01773e-16,-2.41806e-06,759.172,4.17447e-17,-3.11278e-06,762.299,3.26731e-17,-3.64362e-06,760.53,3.21639e-17,-3.87927e-06,753.366,2.47753e-17,-5.04644e-06
0,0.000103,750.551,1.01773e-16,-2.45719e-06,754.239,4.17446e-17,-3.16352e-06,757.395,3.26731e-17,-3.7029e-06,755.654,3.21639e-17,-3.94225e-06,748.636,2.47753e-17,-5.12746e-06
0,0.000104,745.716,1.01773e-16,-2.49653e-06,749.392,4.17446e-17,-3.21454e-06,752.576,3.26731e-17,-3.76253e-06,750.862,3.21639e-17,-4.00558e-06,743.988,2.47753e-17,-5.20894e-06
0,0.000105,740.965,1.01773e-16,-2.5361e-06,744.629,4.17446e-17,-3.26586e-06,747.839,3.26731e-17,-3.8225e-06,746.153,3.21639e-17,-4.06927e-06,739.42,2.47753e-17,-5.29085e-06
0,0.000106,736.294,1.01773e-16,-2.57588e-06,739.947,4.17446e-17,-3.31748e-06,743.184,3.26731e-17,-3.88281e-06,741.525,3.21639e-17,-4.13332e-06,734.93,2.47753e-17,-5.3732e-06
0,0.000107,731.703,1.01773e-16,-2.61589e-06,735.344,4.17446e-17,-3.36938e-06,738.607,3.26731e-17,-3.94345e-06,736.974,3.21639e-17,-4.19772e-06,730.517,2.47753e-17,-5.45599e-06
0,0.000108,727.188,1.01773e-16,-2.65611e-06,730.819,4.17446e-17,-3.42157e-06,734.107,3.26731e-17,-4.00443e-06,732.5,3.21639e-17,-4.26248e-06,726.177,2.47753e-17,-5.53921e-06
0,0.000109,722.749,1.01773e-16,-2.69655e-06,726.369,4.17446e-17,-3.47405e-06,729.682,3.26731e-17,-4.06574e-06,728.1,3.21639e-17,-4.32758e-06,721.909,2.47753e-17,-5.62287e-06
0.025,9e-05,1140.7,1.01773e-16,2.41294e-05,1133.72,4.17446e-17,2.35765e-05,1126.33,3.26729e-17,2.31757e-05,1120.85,3.21637e-17,2.30793e-05,1094.16,2.47753e-17,2.25788e-05
0.025,9.1e-05,1130.11,1.01773e-16,2.43117e-05,1123.18,4.17446e-17,2.3748e-05,1115.92,3.26729e-17,2.33381e-05,1110.5,3.21637e-17,2.32385e-05,1084.18,2.47753e-17,2.27215e-05
0.025,9.2e-05,1119.75,1.01773e-16,2.44929e-05,1112.88,4.17446e-17,2.39182e-05,1105.73,3.26729e-17,2.34991e-05,1100.38,3.21637e-17,2.33964e-05,1074.42,2.47753e-17,2.28627e-05
0.025,9.3e-05,1109.6,1.01773e-16,2.46729e-05,1102.79,4.17446e-17,2.40872e-05,1095.77,3.26729e-17,2.36587e-05,1090.47,3.21637e-17,2.35529e-05,1064.87,2.47753e-17,2.30024e-05
0.025,9.4e-05,1099.67,1.01773e-16,2.48518e-05,1092.92,4.17446e-17,2.4255e-05,1086.01,3.26729e-17,2.38171e-05,1080.77,3.21637e-17,2.3708e-05,1055.52,2.47753e-17,2.31406e-05
0.025,9.5e-05,1089.95,1.01773e-16,2.50295e-05,1083.26,4.17446e-17,2.44216e-05,1076.46,3.26729e-17,2.39742e-05,1071.28,3.21637e-17,2.38619e-05,1046.37,2.47753e-17,2.32774e-05
0.025,9.6e-05,1080.44,1.01773e-16,2.52061e-05,1073.8,4.17446e-17,2.45869e-05,1067.11,3.26729e-17,2.41301e-05,1061.99,3.21637e-17,2.40144e-05,1037.4,2.47753e-17,2.34126e-05
0.025,9.7e-05,1071.11,1.01773e-16,2.53816e-05,1064.53,4.17446e-17,2.47511e-05,1057.95,3.26729e-17,2.42846e-05,1052.89,3.21637e-17,2.41657e-05,1028.63,2.47753e-17,2.35465e-05
0.025,9.8e-05,1061.98,1.01773e-16,2.5556e-05,1055.45,4.17446e-17,2.49141e-05,1048.97,3.26729e-17,2.4438e-05,1043.98,3.21637e-17,2.43156e-05,1020.03,2.47753e-17,2.36789e-05
0.025,9.9e-05,1053.03,1.01773e-16,2.57294e-05,1046.55,4.17446e-17,2.50759e-05,1040.18,3.26729e-17,2.459e-05,1035.25,3.21637e-17,2.44643e-05,1011.6,2.47753e-17,2.38098e-05
0.025,0.0001,1044.25,1.01773e-16,2.59016e-05,1037.83,4.17446e-17,2.52366e-05,1031.56,3.26729e-17,2.47409e-05,1026.7,3.21637e-17,2.46118e-05,1003.35,2.47753e-17,2.39394e-05
0.025,0.000101,1035.65,1.01773e-16,2.60728e-05,1029.28,4.17446e-17,2.53961e-05,1023.12,3.26729e-17,2.48905e-05,1018.31,3.21637e-17,2.4758e-05,995.254,2.47753e-17,2.40676e-05
0.025,0.000102,1027.22,1.01773e-16,2.62429e-05,1020.9,4.17446e-17,2.55545e-05,1014.85,3.26729e-17,2.50389e-05,1010.09,3.21637e-17,2.49029e-05,987.319,2.47753e-17,2.41944e-05
0.025,0.000103,1018.95,1.01773e-16,2.64119e-05,1012.68,4.17446e-17,2.57117e-05,1006.73,3.26729e-17,2.51862e-05,1002.03,3.21637e-17,2.50466e-05,979.538,2.47753e-17,2.43198e-05
0.025,0.000104,1010.83,1.01773e-16,2.658e-05,1004.62,4.17446e-17,2.58678e-05,998.774,3.26729e-17,2.53322e-05,994.116,3.21637e-17,2.51892e-05,971.907,2.47753e-17,2.44439e-05
0.025,0.000105,1002.87,1.01773e-16,2.6747e-05,996.709,4.17445e-17,2.60228e-05,990.964,3.26729e-17,2.54771e-05,986.357,3.21637e-17,2.53305e-05,964.42,2.47753e-17,2.45666e-05
0.025,0.000106,995.06,1.01773e-16,2.69129e-05,988.947,4.17445e-17,2.61767e-05,983.302,3.26729e-17,2.56207e-05,978.743,3.21637e-17,2.54706e-05,957.075,2.47753e-17,2.4688e-05
0.025,0.000107,987.393,1.01773e-16,2.70779e-05,981.33,4.17445e-17,2.63296e-05,975.781,3.26729e-17,2.57633e-05,971.271,3.21637e-17,2.56095e-05,949.866,2.47753e-17,2.48081e-05
0.025,0.000108,979.867,1.01773e-16,2.72419e-05,973.853,4.17445e-17,2.64813e-05,968.398,3.26729e-17,2.59047e-05,963.936,3.21637e-17,2.57472e-05,942.79,2.47753e-17,2.49268e-05
0.025,0.000109,972.477,1.01773e-16,2.74048e-05,966.511,4.17445e-17,2.66319e-05,961.15,3.26729e-17,2.60449e-05,956.735,3.21637e-17,2.58838e-05,935.844,2.47753e-17,2.50443e-05
0.05,9e-05,1721.52,1.01774e-16,4.22271e-05,1691.58,4.17445e-17,4.1883e-05,1663.47,3.26726e-17,4.16905e-05,1652.49,3.21634e-17,4.17007e-05,1594.99,2.47753e-17,4.1759e-05
0.05,9.1e-05,1701.81,1.01774e-16,4.25972e-05,1672.13,4.17445e-17,4.22449e-05,1644.35,3.26726e-17,4.20448e-05,1633.48,3.21634e-17,4.20529e-05,1576.68,2.47753e-17,4.20994e-05
0.05,9.2e-05,1682.57,1.01774e-16,4.29657e-05,1653.14,4.17445e-17,4.26051e-05,1625.69,3.26726e-17,4.23974e-05,1614.92,3.21634e-17,4.24034e-05,1558.81,2.47753e-17,4.24378e-05
0.05,9.3e-05,1663.77,1.01774e-16,4.33327e-05,1634.59,4.17445e-17,4.29637e-05,1607.46,3.26727e-17,4.27482e-05,1596.8,3.21634e-17,4.2752e-05,1541.36,2.47753e-17,4.27742e-05
0.05,9.4e-05,1645.41,1.01774e-16,4.36981e-05,1616.48,4.17445e-17,4.33206e-05,1589.66,3.26727e-17,4.30973e-05,1579.11,3.21634e-17,4.30989e-05,1524.32,2.47753e-17,4.31086e-05
0.05,9.5e-05,1627.47,1.01774e-16,4.4062e-05,1598.78,4.17444e-17,4.36759e-05,1572.27,3.26727e-17,4.34446e-05,1561.82,3.21634e-17,4.34439e-05,1507.67,2.47753e-17,4.3441e-05
0.05,9.6e-05,1609.93,1.01774e-16,4.44243e-05,1581.48,4.17444e-17,4.40295e-05,1555.27,3.26727e-17,4.37901e-05,1544.93,3.21634e-17,4.37872e-05,1491.4,2.47753e-17,4.37714e-05
0.05,9.7e-05,1592.78,1.01774e-16,4.47851e-05,1564.57,4.17444e-17,4.43815e-05,1538.66,3.26727e-17,4.4134e-05,1528.42,3.21634e-17,4.41287e-05,1475.51,2.47753e-17,4.40998e-05
0.05,9.8e-05,1576.02,1.01774e-16,4.51444e-05,1548.04,4.17444e-17,4.47319e-05,1522.42,3.26727e-17,4.44761e-05,1512.29,3.21634e-17,4.44685e-05,1459.97,2.47753e-17,4.44263e-05
0.05,9.9e-05,1559.62,1.01774e-16,4.55022e-05,1531.87,4.17444e-17,4.50807e-05,1506.54,3.26727e-17,4.48165e-05,1496.52,3.21634e-17,4.48066e-05,1444.77,2.47753e-17,4.47508e-05
0.05,0.0001,1543.57,1.01774e-16,4.58585e-05,1516.05,4.17444e-17,4.54279e-05,1491,3.26727e-17,4.51553e-05,1481.1,3.21634e-17,4.51429e-05,1429.91,2.47753e-17,4.50734e-05
0.05,0.000101,1527.87,1.01774e-16,4.62133e-05,1500.57,4.17444e-17,4.57735e-05,1475.82,3.26727e-17,4.54924e-05,1466.01,3.21634e-17,4.54775e-05,1415.37,2.47753e-17,4.53941e-05
0.05,0.000102,1512.51,1.01774e-16,4.65666e-05,1485.43,4.17444e-17,4.61175e-05,1460.96,3.26727e-17,4.58278e-05,1451.24,3.21634e-17,4.58104e-05,1401.15,2.47753e-17,4.57129e-05
0.05,0.000103,1497.47,1.01774e-16,4.69185e-05,1470.6,4.17444e-17,4.646e-05,1446.41,3.26727e-17,4.61616e-05,1436.79,3.21634e-17,4.61416e-05,1387.23,2.47753e-17,4.60298e-05
0.05,0.000104,1482.74,1.01774e-16,4.72689e-05,1456.09,4.17444e-17,4.6801e-05,1432.17,3.26727e-17,4.64937e-05,1422.63,3.21634e-17,4.64712e-05,1373.6,2.47753e-17,4.63448e-05
0.05,0.000105,1468.31,1.01774e-16,4.76179e-05,1441.87,4.17444e-17,4.71404e-05,1418.23,3.26727e-17,4.68242e-05,1408.78,3.21635e-17,4.6799e-05,1360.26,2.47753e-17,4.6658e-05
0.05,0.000106,1454.18,1.01774e-16,4.79654e-05,1427.95,4.17444e-17,4.74783e-05,1404.57,3.26727e-17,4.71531e-05,1395.21,3.21635e-17,4.71253e-05,1347.2,2.47753e-17,4.69693e-05
0.05,0.000107,1440.34,1.01774e-16,4.83115e-05,1414.31,4.17444e-17,4.78147e-05,1391.19,3.26727e-17,4.74804e-05,1381.91,3.21635e-17,4.74498e-05,1334.41,2.47753e-17,4.72788e-05
0.05,0.000108,1426.77,1.01774e-16,4.86562e-05,1400.95,4.17444e-17,4.81495e-05,1378.09,3.26727e-17,4.78061e-05,1368.89,3.21635e-17,4.77728e-05,1321.88,2.47753e-17,4.75864e-05
0.05,0.000109,1413.47,1.01774e-16,4.89995e-05,1387.85,4.17444e-17,4.84829e-05,1365.24,3.26727e-17,4.81302e-05,1356.13,3.21635e-17,4.80941e-05,1309.6,2.47753e-17,4.78923e-05
0.075,9e-05,2803.89,1.01774e-16,5.3775e-05,2730.13,4.17443e-17,5.36889e-05,2664.25,3.26724e-17,5.37423e-05,2645.25,3.21631e-17,5.38367e-05,2538.24,2.47753e-17,5.43733e-05
0.075,9.1e-05,2765.77,1.01774e-16,5.42909e-05,2692.61,4.17443e-17,5.42009e-05,2627.41,3.26724e-17,5.42503e-05,2608.57,3.21631e-17,5.43439e-05,2502.71,2.47753e-17,5.48756e-05
0.075,9.2e-05,2728.59,1.01774e-16,5.48053e-05,2656.04,4.17443e-17,5.47113e-05,2591.52,3.26724e-17,5.47565e-05,2572.82,3.21631e-17,5.48494e-05,2468.09,2.47753e-17,5.5376e-05
0.075,9.3e-05,2692.34,1.01774e-16,5.53182e-05,2620.39,4.17443e-17,5.52201e-05,2556.52,3.26724e-17,5.5261e-05,2537.97,3.21631e-17,5.53531e-05,2434.35,2.47753e-17,5.58744e-05
0.075,9.4e-05,2656.97,1.01774e-16,5.58295e-05,2585.61,4.17443e-17,5.57272e-05,2522.39,3.26724e-17,5.57638e-05,2503.99,3.21631e-17,5.58551e-05,2401.45,2.47753e-17,5.63707e-05
0.075,9.5e-05,2622.45,1.01774e-16,5.63394e-05,2551.68,4.17443e-17,5.62328e-05,2489.1,3.26724e-17,5.62649e-05,2470.85,3.21631e-17,5.63553e-05,2369.37,2.47753e-17,5.68652e-05
0.075,9.6e-05,2588.76,1.01774e-16,5.68477e-05,2518.57,4.17443e-17,5.67368e-05,2456.62,3.26724e-17,5.67642e-05,2438.52,3.21631e-17,5.68537e-05,2338.08,2.47753e-17,5.73576e-05
0.075,9.7e-05,2555.88,1.01774e-16,5.73546e-05,2486.25,4.17443e-17,5.72392e-05,2424.93,3.26724e-17,5.72619e-05,2406.97,3.21631e-17,5.73505e-05,2307.56,2.47753e-17,5.78481e-05
0.075,9.8e-05,2523.76,1.01774e-16,5.78599e-05,2454.7,4.17443e-17,5.774e-05,2393.99,3.26724e-17,5.77579e-05,2376.21,3.21631e-17,5.78455e-05,2277.77,2.47753e-17,5.83366e-05
0.075,9.9e-05,2492.39,1.01774e-16,5.83638e-05,2423.89,4.17443e-17,5.82392e-05,2363.78,3.26724e-17,5.82522e-05,2346.17,3.21631e-17,5.83387e-05,2248.7,2.47753e-17,5.88232e-05
0.075,0.0001,2461.75,1.01774e-16,5.88662e-05,2393.8,4.17443e-17,5.87369e-05,2334.29,3.26724e-17,5.87448e-05,2316.84,3.21631e-17,5.88303e-05,2220.31,2.47752e-17,5.93078e-05
0.075,0.000101,2431.81,1.01774e-16,5.93671e-05,2364.4,4.17443e-17,5.92329e-05,2305.5,3.26724e-17,5.92358e-05,2288.2,3.21632e-17,5.93201e-05,2192.59,2.47752e-17,5.97905e-05
0.075,0.000102,2402.54,1.01774e-16,5.98666e-05,2335.68,4.17443e-17,5.97275e-05,2277.37,3.26724e-17,5.97251e-05,2260.21,3.21632e-17,5.98082e-05,2165.52,2.47752e-17,6.02712e-05
0.075,0.000103,2373.93,1.01774e-16,6.03646e-05,2307.6,4.17443e-17,6.02204e-05,2249.89,3.26724e-17,6.02127e-05,2232.85,3.21632e-17,6.02947e-05,2139.07,2.47752e-17,6.07501e-05
0.075,0.000104,2345.96,1.01774e-16,6.08611e-05,2280.15,4.17443e-17,6.07119e-05,2223.02,3.26724e-17,6.06987e-05,2206.12,3.21632e-17,6.07794e-05,2113.23,2.47752e-17,6.1227e-05
0.075,0.000105,2318.6,1.01774e-16,6.13562e-05,2253.31,4.17443e-17,6.12017e-05,2196.76,3.26724e-17,6.1183e-05,2179.99,3.21632e-17,6.12625e-05,2087.97,2.47752e-17,6.1702e-05
0.075,0.000106,2291.84,1.01774e-16,6.18499e-05,2227.07,4.17443e-17,6.16901e-05,2171.07,3.26725e-17,6.16657e-05,2154.43,3.21632e-17,6.17438e-05,2063.28,2.47752e-17,6.21751e-05
0.075,0.000107,2265.66,1.01774e-16,6.23421e-05,2201.39,4.17443e-17,6.21769e-05,2145.95,3.26725e-17,6.21468e-05,2129.44,3.21632e-17,6.22235e-05,2039.13,2.47752e-17,6.26463e-05
0.075,0.000108,2240.04,1.01774e-16,6.28329e-05,2176.27,4.17443e-17,6.26622e-05,2121.38,3.26725e-17,6.26262e-05,2104.99,3.21632e-17,6.27016e-05,2015.53,2.47752e-17,6.31157e-05
0.075,0.000109,2214.96,1.01774e-16,6.33223e-05,2151.7,4.17443e-17,6.3146e-05,2097.33,3.26725e-17,6.3104e-05,2081.07,3.21632e-17,6.31779e-05,1992.43,2.47752e-17,6.35831e-05
0.1,9e-05,4654.88,1.01775e-16,6.07546e-05,4523.2,4.17442e-17,6.08691e-05,4412.48,3.26722e-17,6.11066e-05,4386.52,3.21628e-17,6.12505e-05,4226,2.47752e-17,6.20919e-05
0.1,9.1e-05,4585.61,1.01775e-16,6.13717e-05,4454.58,4.17442e-17,6.14868e-05,4344.52,3.26722e-17,6.1724e-05,4318.63,3.21628e-17,6.18684e-05,4159.18,2.47752e-17,6.27114e-05
0.1,9.2e-05,4518.05,1.01775e-16,6.19877e-05,4387.7,4.17442e-17,6.21032e-05,4278.31,3.26722e-17,6.23401e-05,4252.48,3.21629e-17,6.24849e-05,4094.09,2.47752e-17,6.33293e-05
0.1,9.3e-05,4452.16,1.01775e-16,6.26025e-05,4322.49,4.17442e-17,6.27184e-05,4213.77,3.26722e-17,6.29549e-05,4188.01,3.21629e-17,6.31e-05,4030.68,2.47752e-17,6.39457e-05
0.1,9.4e-05,4387.88,1.01775e-16,6.3216e-05,4258.89,4.17442e-17,6.33323e-05,4150.84,3.26722e-17,6.35682e-05,4125.16,3.21629e-17,6.37138e-05,3968.89,2.47752e-17,6.45605e-05
0.1,9.5e-05,4325.16,1.01774e-16,6.38284e-05,4196.85,4.17442e-17,6.39449e-05,4089.49,3.26722e-17,6.41803e-05,4063.88,3.21629e-17,6.43261e-05,3908.66,2.47752e-17,6.51737e-05
0.1,9.6e-05,4263.94,1.01774e-16,6.44396e-05,4136.33,4.17442e-17,6.45563e-05,4029.64,3.26722e-17,6.47909e-05,4004.11,3.21629e-17,6.49371e-05,3849.94,2.47752e-17,6.57854e-05
0.1,9.7e-05,4204.18,1.01774e-16,6.50496e-05,4077.26,4.17442e-17,6.51664e-05,3971.26,3.26722e-17,6.54003e-05,3945.83,3.21629e-17,6.55467e-05,3792.68,2.47752e-17,6.63954e-05
0.1,9.8e-05,4145.82,1.01774e-16,6.56584e-05,4019.61,4.17442e-17,6.57753e-05,3914.29,3.26722e-17,6.60083e-05,3889,3.21629e-17,6.61549e-05,3736.83,2.47752e-17,6.70039e-05
0.1,9.9e-05,4088.83,1.01774e-16,6.6266e-05,3963.32,4.17442e-17,6.63829e-05,3858.68,3.26722e-17,6.66149e-05,3833.54,3.21629e-17,6.67618e-05,3682.35,2.47752e-17,6.76108e-05
0.1,0.0001,4033.17,1.01774e-16,6.68725e-05,3908.35,4.17442e-17,6.69892e-05,3804.41,3.26722e-17,6.72202e-05,3779.4,3.21629e-17,6.73672e-05,3629.18,2.47752e-17,6.82161e-05
0.1,0.000101,3978.78,1.01774e-16,6.74777e-05,3854.67,4.17442e-17,6.75943e-05,3751.44,3.26722e-17,6.78241e-05,3726.55,3.21629e-17,6.79713e-05,3577.3,2.47752e-17,6.88199e-05
0.1,0.000102,3925.62,1.01774e-16,6.80818e-05,3802.22,4.17442e-17,6.81981e-05,3699.73,3.26722e-17,6.84267e-05,3674.93,3.21629e-17,6.8574e-05,3526.65,2.47752e-17,6.94221e-05
0.1,0.000103,3873.67,1.01774e-16,6.86847e-05,3750.98,4.17442e-17,6.88007e-05,3649.22,3.26722e-17,6.90279e-05,3624.5,3.21629e-17,6.91753e-05,3477.2,2.47752e-17,7.00227e-05
0.1,0.000104,3822.89,1.01774e-16,6.92864e-05,3700.9,4.17442e-17,6.9402e-05,3599.86,3.26722e-17,6.96278e-05,3575.24,3.21629e-17,6.97752e-05,3428.9,2.47752e-17,7.06217e-05
0.1,0.000105,3773.23,1.01774e-16,6.98869e-05,3651.95,4.17442e-17,7.00021e-05,3551.63,3.26722e-17,7.02263e-05,3527.11,3.21629e-17,7.03737e-05,3381.73,2.47752e-17,7.12191e-05
0.1,0.000106,3724.66,1.01774e-16,7.04862e-05,3604.09,4.17442e-17,7.06009e-05,3504.48,3.26722e-17,7.08235e-05,3480.07,3.21629e-17,7.09709e-05,3335.65,2.47752e-17,7.1815e-05
0.1,0.000107,3677.16,1.01774e-16,7.10843e-05,3557.3,4.17442e-17,7.11984e-05,3458.4,3.26722e-17,7.14193e-05,3434.08,3.21629e-17,7.15666e-05,3290.63,2.47752e-17,7.24093e-05
0.1,0.000108,3630.68,1.01774e-16,7.16813e-05,3511.53,4.17442e-17,7.17947e-05,3413.33,3.26722e-17,7.20138e-05,3389.12,3.21629e-17,7.2161e-05,3246.62,2.47752e-17,7.3002e-05
