vds_1,i_src,R0,C0,I0,R1,C1,I1,R2,C2,I2,R3,C3,I3,R4,C4,I4
0.35,0.000108,10777.8,1.01776e-16,0.000100779,10794.1,4.1744e-17,0.00010119,11120.8,3.26715e-17,0.000101247,11291.2,3.21621e-17,0.000101268,12276.3,2.47752e-17,0.000101529
0.35,0.000109,10708.7,1.01776e-16,0.000101653,10723.4,4.1744e-17,0.000102074,11046.9,3.26715e-17,0.000102135,11215.6,3.21621e-17,0.000102158,12191.8,2.47752e-17,0.000102426
0.375,9e-05,12245,1.01776e-16,8.70088e-05,12295.6,4.17441e-17,8.72294e-05,12705.6,3.26715e-17,8.71409e-05,12921.1,3.2162e-17,8.71095e-05,14168.5,2.47752e-17,8.70944e-05
0.375,9.1e-05,12151.5,1.01776e-16,8.79081e-05,12199.8,4.17441e-17,8.81383e-05,12605.2,3.26715e-17,8.80536e-05,12818.5,3.2162e-17,8.80231e-05,14053.1,2.47752e-17,8.80129e-05
0.375,9.2e-05,12059.9,1.01776e-16,8.88066e-05,12105.9,4.17441e-17,8.90466e-05,12506.8,3.26715e-17,8.89657e-05,12717.8,3.2162e-17,8.89362e-05,13940,2.47752e-17,8.8931e-05
0.375,9.3e-05,11970,1.01776e-16,8.97045e-05,12013.8,4.1744e-17,8.99543e-05,12410.3,3.26715e-17,8.98773e-05,12619,3.2162e-17,8.98487e-05,13829,2.47752e-17,8.98486e-05
0.375,9.4e-05,11881.8,1.01776e-16,9.06017e-05,11923.4,4.1744e-17,9.08615e-05,12315.5,3.26715e-17,9.07884e-05,12522.2,3.2162e-17,9.07608e-05,13720.1,2.47752e-17,9.07657e-05
0.375,9.5e-05,11795.3,1.01776e-16,9.14983e-05,11834.7,4.1744e-17,9.1768e-05,12222.6,3.26715e-17,9.1699e-05,12427.1,3.2162e-17,9.16723e-05,13613.2,2.47752e-17,9.16823e-05
0.375,9.6e-05,11710.3,1.01776e-16,9.23942e-05,11747.6,4.1744e-17,9.26741e-05,12131.3,3.26715e-17,9.2609e-05,12333.8,3.2162e-17,9.25833e-05,13508.3,2.47752e-17,9.25984e-05
0.375,9.7e-05,11626.8,1.01776e-16,9.32894e-05,11662.1,4.1744e-17,9.35795e-05,12041.7,3.26715e-17,9.35185e-05,12242.2,3.2162e-17,9.34938e-05,13405.4,2.47752e-17,9.35141e-05
0.375,9.8e-05,11544.9,1.01776e-16,9.41841e-05,11578.2,4.1744e-17,9.44844e-05,11953.7,3.26715e-17,9.44275e-05,12152.3,3.2162e-17,9.44038e-05,13304.2,2.47752e-17,9.44293e-05
0.375,9.9e-05,11464.4,1.01776e-16,9.50781e-05,11495.7,4.1744e-17,9.53887e-05,11867.3,3.26715e-17,9.53361e-05,12064,3.2162e-17,9.53133e-05,13204.9,2.47752e-17,9.5344e-05
0.375,0.0001,11385.3,1.01776e-16,9.59714e-05,11414.7,4.1744e-17,9.62925e-05,11782.4,3.26715e-17,9.62441e-05,11977.3,3.2162e-17,9.62224e-05,13107.4,2.47752e-17,9.62583e-05
0.375,0.000101,11307.6,1.01776e-16,9.68642e-05,11335,4.1744e-17,9.71958e-05,11699,3.26715e-17,9.71516e-05,11892.1,3.2162e-17,9.7131e-05,13011.5,2.47752e-17,9.71721e-05
0.375,0.000102,11231.3,1.01776e-16,9.77563e-05,11256.8,4.1744e-17,9.80985e-05,11617.1,3.26715e-17,9.80587e-05,11808.4,3.2162e-17,9.8039e-05,12917.3,2.47752e-17,9.80855e-05
0.375,0.000103,11156.2,1.01776e-16,9.86478e-05,11179.9,4.1744e-17,9.90008e-05,11536.6,3.26715e-17,9.89653e-05,11726.1,3.2162e-17,9.89467e-05,12824.8,2.47752e-17,9.89985e-05
0.375,0.000104,11082.4,1.01776e-16,9.95388e-05,11104.2,4.1744e-17,9.99025e-05,11457.4,3.26715e-17,9.98714e-05,11645.1,3.2162e-17,9.98538e-05,12733.8,2.47752e-17,9.9911e-05
0.375,0.000105,11009.8,1.01776e-16,0.000100429,11029.9,4.1744e-17,0.000100804,11379.6,3.26715e-17,0.000100777,11565.6,3.2162e-17,0.00010076,12644.3,2.47752e-17,0.000100823
0.375,0.000106,10938.4,1.01776e-16,0.000101319,10956.7,4.1744e-17,0.000101704,11303,3.26715e-17,0.000101682,11487.3,3.2162e-17,0.000101667,12556.3,2.47752e-17,0.000101735
0.375,0.000107,10868.2,1.01776e-16,0.000102208,10884.8,4.1744e-17,0.000102604,11227.7,3.26715e-17,0.000102587,11410.3,3.2162e-17,0.000102573,12469.7,2.47752e-17,0.000102646
0.375,0.000108,10799.1,1.01776e-16,0.000103097,10814,4.1744e-17,0.000103504,11153.6,3.26715e-17,0.000103491,11334.6,3.2162e-17,0.000103478,12384.6,2.47752e-17,0.000103557
0.375,0.000109,10731.1,1.01776e-16,0.000103985,10744.4,4.1744e-17,0.000104403,11080.7,3.26715e-17,0.000104395,11260,3.2162e-17,0.000104383,12300.8,2.47752e-17,0.000104467
0.4,9e-05,12249.7,1.01776e-16,8.90502e-05,12299.5,4.17441e-17,8.92624e-05,12723.6,3.26715e-17,8.91071e-05,12950.3,3.2162e-17,8.9042e-05,14267.4,2.47752e-17,8.88525e-05
0.4,9.1e-05,12157.4,1.01776e-16,8.9965e-05,12204.9,4.17441e-17,9.01872e-05,12624.3,3.26715e-17,9.00354e-05,12848.6,3.2162e-17,8.9971e-05,14152.4,2.47752e-17,8.97854e-05
0.4,9.2e-05,12066.9,1.01776e-16,9.08791e-05,12112.1,4.1744e-17,9.11112e-05,12526.8,3.26715e-17,9.0963e-05,12748.9,3.2162e-17,9.08994e-05,14039.7,2.47752e-17,9.07178e-05
0.4,9.3e-05,11978.1,1.01776e-16,9.17924e-05,12021,4.1744e-17,9.20347e-05,12431.3,3.26715e-17,9.189e-05,12651.1,3.2162e-17,9.18272e-05,13929.2,2.47752e-17,9.16496e-05
0.4,9.4e-05,11891,1.01776e-16,9.2705e-05,11931.7,4.1744e-17,9.29575e-05,12337.5,3.26715e-17,9.28165e-05,12555.1,3.2162e-17,9.27545e-05,13820.7,2.47752e-17,9.2581e-05
0.4,9.5e-05,11805.5,1.01776e-16,9.36169e-05,11844,4.1744e-17,9.38797e-05,12245.5,3.26715e-17,9.37424e-05,12460.9,3.2162e-17,9.36811e-05,13714.3,2.47752e-17,9.35117e-05
0.4,9.6e-05,11721.5,1.01776e-16,9.45281e-05,11758,4.1744e-17,9.48012e-05,12155.2,3.26715e-17,9.46677e-05,12368.5,3.2162e-17,9.46073e-05,13609.8,2.47752e-17,9.4442e-05
0.4,9.7e-05,11639.1,1.01776e-16,9.54386e-05,11673.5,4.1744e-17,9.57222e-05,12066.5,3.26715e-17,9.55924e-05,12277.7,3.2162e-17,9.55328e-05,13507.2,2.47752e-17,9.53718e-05
0.4,9.8e-05,11558.1,1.01776e-16,9.63483e-05,11590.5,4.1744e-17,9.66425e-05,11979.4,3.26715e-17,9.65166e-05,12188.7,3.2162e-17,9.64578e-05,13406.5,2.47752e-17,9.6301e-05
0.4,9.9e-05,11478.6,1.01776e-16,9.72574e-05,11509,4.1744e-17,9.75622e-05,11893.9,3.26715e-17,9.74402e-05,12101.3,3.2162e-17,9.73823e-05,13307.7,2.47752e-17,9.72298e-05
0.4,0.0001,11400.5,1.01776e-16,9.81658e-05,11429,4.1744e-17,9.84813e-05,11809.9,3.26715e-17,9.83633e-05,12015.4,3.2162e-17,9.83062e-05,13210.5,2.47752e-17,9.8158e-05
0.4,0.000101,11323.8,1.01776e-16,9.90735e-05,11350.3,4.1744e-17,9.93999e-05,11727.4,3.26715e-17,9.92859e-05,11931,3.2162e-17,9.92296e-05,13115.1,2.47752e-17,9.90857e-05
0.4,0.000102,11248.3,1.01776e-16,9.99806e-05,11273,4.1744e-17,0.000100318,11646.4,3.26715e-17,0.000100208,11848.1,3.2162e-17,0.000100153,13021.3,2.47752e-17,0.000100013
0.4,0.000103,11174.2,1.01776e-16,0.000100887,11197,4.1744e-17,0.000101235,11566.7,3.26715e-17,0.000101129,11766.6,3.2162e-17,0.000101075,12929.2,2.47752e-17,0.00010094
0.4,0.000104,11101.3,1.01776e-16,0.000101793,11122.3,4.1744e-17,0.000102152,11488.4,3.26715e-17,0.00010205,11686.4,3.2162e-17,0.000101997,12838.6,2.47752e-17,0.000101866
0.4,0.000105,11029.6,1.01776e-16,0.000102698,11048.8,4.1744e-17,0.000103068,11411.4,3.26715e-17,0.000102971,11607.6,3.2162e-17,0.000102918,12749.5,2.47752e-17,0.000102792
0.4,0.000106,10959.1,1.01776e-16,0.000103602,10976.6,4.1744e-17,0.000103984,11335.7,3.26715e-17,0.000103891,11530.1,3.2162e-17,0.000103839,12662,2.47752e-17,0.000103717
0.4,0.000107,10889.7,1.01776e-16,0.000104506,10905.5,4.1744e-17,0.000104899,11261.2,3.26715e-17,0.00010481,11453.9,3.2162e-17,0.000104759,12575.8,2.47752e-17,0.000104642
0.4,0.000108,10821.5,1.01776e-16,0.000105409,10835.6,4.1744e-17,0.000105814,11187.9,3.26715e-17,0.000105729,11378.9,3.2162e-17,0.000105679,12491.1,2.47752e-17,0.000105567
0.4,0.000109,10754.4,1.01776e-16,0.000106312,10766.8,4.1744e-17,0.000106728,11115.8,3.26715e-17,0.000106647,11305.1,3.2162e-17,0.000106598,12407.7,2.47752e-17,0.000106491
0.425,9e-05,12259.5,1.01776e-16,9.10903e-05,12309.2,4.1744e-17,9.12942e-05,12747.7,3.26714e-17,9.10701e-05,12985.3,3.21619e-17,9.09698e-05,14370.8,2.47752e-17,9.05981e-05
0.425,9.1e-05,12168.1,1.01776e-16,9.20205e-05,12215.4,4.1744e-17,9.22347e-05,12649.1,3.26714e-17,9.20137e-05,12884.3,3.21619e-17,9.1914e-05,14256,2.47752e-17,9.15452e-05
0.425,9.2e-05,12078.5,1.01776e-16,9.29499e-05,12123.5,4.1744e-17,9.31744e-05,12552.4,3.26714e-17,9.29566e-05,12785.3,3.21619e-17,9.28575e-05,14143.4,2.47752e-17,9.24917e-05
0.425,9.3e-05,11990.6,1.01776e-16,9.38785e-05,12033.3,4.1744e-17,9.41133e-05,12457.6,3.26714e-17,9.38989e-05,12688.1,3.21619e-17,9.38003e-05,14033,2.47752e-17,9.34376e-05
0.425,9.4e-05,11904.3,1.01776e-16,9.48063e-05,11944.8,4.1744e-17,9.50516e-05,12364.6,3.26714e-17,9.48405e-05,12592.8,3.21619e-17,9.47426e-05,13924.7,2.47752e-17,9.43829e-05
0.425,9.5e-05,11819.6,1.01776e-16,9.57334e-05,11858,4.1744e-17,9.59892e-05,12273.3,3.26714e-17,9.57815e-05,12499.3,3.21619e-17,9.56842e-05,13818.4,2.47752e-17,9.53276e-05
0.425,9.6e-05,11736.5,1.01777e-16,9.66596e-05,11772.8,4.1744e-17,9.69261e-05,12183.7,3.26714e-17,9.67219e-05,12407.5,3.21619e-17,9.66252e-05,13714.1,2.47752e-17,9.62718e-05
0.425,9.7e-05,11654.9,1.01777e-16,9.75851e-05,11689.1,4.1744e-17,9.78623e-05,12095.8,3.26714e-17,9.76616e-05,12317.4,3.21619e-17,9.75656e-05,13611.7,2.47752e-17,9.72153e-05
0.425,9.8e-05,11574.8,1.01777e-16,9.85098e-05,11606.9,4.1744e-17,9.87979e-05,12009.4,3.26714e-17,9.86008e-05,12229,3.21619e-17,9.85054e-05,13511.2,2.47752e-17,9.81584e-05
0.425,9.9e-05,11496.1,1.01777e-16,9.94338e-05,11526.2,4.1744e-17,9.97328e-05,11924.6,3.26714e-17,9.95393e-05,12142.2,3.21619e-17,9.94446e-05,13412.5,2.47752e-17,9.91009e-05
0.425,0.0001,11418.7,1.01777e-16,0.000100357,11446.9,4.1744e-17,0.000100667,11841.3,3.26714e-17,0.000100477,12056.9,3.21619e-17,0.000100383,13315.5,2.47752e-17,0.000100043
0.425,0.000101,11342.7,1.01777e-16,0.000101279,11369,4.1744e-17,0.000101601,11759.5,3.26714e-17,0.000101415,11973.1,3.21619e-17,0.000101321,13220.3,2.47752e-17,0.000100984
0.425,0.000102,11268,1.01777e-16,0.000102201,11292.4,4.1744e-17,0.000102534,11679.1,3.26714e-17,0.000102351,11890.8,3.21619e-17,0.000102259,13126.7,2.47752e-17,0.000101925
0.425,0.000103,11194.6,1.01777e-16,0.000103122,11217.1,4.1744e-17,0.000103466,11600.1,3.26714e-17,0.000103288,11809.9,3.21619e-17,0.000103196,13034.7,2.47752e-17,0.000102865
0.425,0.000104,11122.5,1.01777e-16,0.000104043,11143.1,4.1744e-17,0.000104398,11522.4,3.26714e-17,0.000104223,11730.3,3.21619e-17,0.000104132,12944.3,2.47752e-17,0.000103805
0.425,0.000105,11051.5,1.01777e-16,0.000104962,11070.4,4.1744e-17,0.000105329,11446,3.26714e-17,0.000105158,11652.1,3.21619e-17,0.000105068,12855.5,2.47752e-17,0.000104745
0.425,0.000106,10981.7,1.01777e-16,0.000105881,10998.8,4.1744e-17,0.000106259,11370.9,3.26714e-17,0.000106093,11575.2,3.21619e-17,0.000106003,12768.1,2.47752e-17,0.000105683
0.425,0.000107,10913.1,1.01777e-16,0.000106799,10928.5,4.1744e-17,0.000107189,11297,3.26714e-17,0.000107027,11499.5,3.21619e-17,0.000106938,12682.1,2.47752e-17,0.000106622
0.425,0.000108,10845.5,1.01777e-16,0.000107717,10859.2,4.1744e-17,0.000108118,11224.4,3.26714e-17,0.00010796,11425.1,3.21619e-17,0.000107872,12597.6,2.47752e-17,0.000107559
0.425,0.000109,10779.1,1.01777e-16,0.000108634,10791.1,4.1744e-17,0.000109047,11152.9,3.26714e-17,0.000108893,11351.8,3.21619e-17,0.000108805,12514.4,2.47752e-17,0.000108497
0.45,9e-05,12273.5,1.01777e-16,9.31284e-05,12323.6,4.1744e-17,9.33241e-05,12776.8,3.26714e-17,9.30289e-05,13025.3,3.21619e-17,9.2892e-05,14478.3,2.47752e-17,9.23311e-05
0.45,9.1e-05,12182.9,1.01777e-16,9.40739e-05,12230.6,4.1744e-17,9.428e-05,12678.9,3.26714e-17,9.39877e-05,12924.8,3.21619e-17,9.38512e-05,14363.5,2.47752e-17,9.32921e-05
0.45,9.2e-05,12094,1.01777e-16,9.50184e-05,12139.4,4.1744e-17,9.52351e-05,12582.8,3.26714e-17,9.49458e-05,12826.2,3.21619e-17,9.48096e-05,14250.8,2.47752e-17,9.42524e-05
0.45,9.3e-05,12006.8,1.01777e-16,9.59621e-05,12049.9,4.1744e-17,9.61895e-05,12488.6,3.26714e-17,9.59031e-05,12729.6,3.21619e-17,9.57674e-05,14140.4,2.47752e-17,9.52121e-05
0.45,9.4e-05,11921.2,1.01777e-16,9.6905e-05,11962.1,4.1744e-17,9.71431e-05,12396.1,3.26714e-17,9.68598e-05,12634.7,3.21619e-17,9.67244e-05,14032,2.47752e-17,9.61712e-05
0.45,9.5e-05,11837.2,1.01777e-16,9.7847e-05,11875.9,4.1744e-17,9.80959e-05,12305.4,3.26714e-17,9.78157e-05,12541.7,3.21619e-17,9.76808e-05,13925.7,2.47752e-17,9.71296e-05
0.45,9.6e-05,11754.8,1.01777e-16,9.87881e-05,11791.3,4.1744e-17,9.9048e-05,12216.4,3.26714e-17,9.8771e-05,12450.4,3.21619e-17,9.86365e-05,13821.4,2.47752e-17,9.80874e-05
0.45,9.7e-05,11673.9,1.01777e-16,9.97284e-05,11708.3,4.1744e-17,9.99993e-05,12128.9,3.26714e-17,9.97256e-05,12360.7,3.21619e-17,9.95915e-05,13719,2.47752e-17,9.90446e-05
0.45,9.8e-05,11594.4,1.01777e-16,0.000100668,11626.7,4.1744e-17,0.00010095,12043.1,3.26714e-17,0.000100679,12272.8,3.21619e-17,0.000100546,13618.4,2.47752e-17,0.000100001
0.45,9.9e-05,11516.3,1.01777e-16,0.000101607,11546.6,4.1744e-17,0.0001019,11958.8,3.26714e-17,0.000101633,12186.4,3.21619e-17,0.0001015,13519.7,2.47752e-17,0.000100957
0.45,0.0001,11439.6,1.01777e-16,0.000102544,11468,4.1744e-17,0.000102849,11876,3.26714e-17,0.000102585,12101.6,3.21619e-17,0.000102453,13422.7,2.47752e-17,0.000101913
0.45,0.000101,11364.2,1.01777e-16,0.000103481,11390.7,4.1744e-17,0.000103797,11794.7,3.26714e-17,0.000103537,12018.3,3.21619e-17,0.000103405,13327.5,2.47752e-17,0.000102867
0.45,0.000102,11290.2,1.01777e-16,0.000104418,11314.7,4.1744e-17,0.000104745,11714.8,3.26714e-17,0.000104489,11936.4,3.21619e-17,0.000104357,13233.9,2.47752e-17,0.000103822
0.45,0.000103,11217.4,1.01777e-16,0.000105353,11240,4.1744e-17,0.000105692,11636.3,3.26714e-17,0.000105439,11855.9,3.21619e-17,0.000105308,13141.9,2.47752e-17,0.000104775
0.45,0.000104,11145.8,1.01777e-16,0.000106288,11166.6,4.1744e-17,0.000106639,11559.1,3.26714e-17,0.000106389,11776.7,3.21619e-17,0.000106259,13051.5,2.47752e-17,0.000105729
0.45,0.000105,11075.4,1.01777e-16,0.000107222,11094.4,4.1744e-17,0.000107584,11483.2,3.26714e-17,0.000107339,11698.9,3.21619e-17,0.000107209,12962.7,2.47752e-17,0.000106681
0.45,0.000106,11006.2,1.01777e-16,0.000108155,11023.4,4.1744e-17,0.00010853,11408.6,3.26714e-17,0.000108287,11622.4,3.21619e-17,0.000108158,12875.3,2.47752e-17,0.000107633
0.45,0.000107,10938.1,1.01777e-16,0.000109088,10953.6,4.1744e-17,0.000109474,11335.2,3.26714e-17,0.000109236,11547.1,3.21619e-17,0.000109107,12789.4,2.47752e-17,0.000108585
0.45,0.000108,10871.2,1.01777e-16,0.000110019,10884.9,4.1744e-17,0.000110418,11263,3.26714e-17,0.000110183,11473.1,3.21619e-17,0.000110055,12704.8,2.47752e-17,0.000109535
0.45,0.000109,10805.3,1.01777e-16,0.00011095,10817.3,4.1744e-17,0.000111361,11192,3.26714e-17,0.00011113,11400.3,3.21619e-17,0.000111003,12621.7,2.47752e-17,0.000110486
0.475,9e-05,12290.9,1.01777e-16,9.51639e-05,12341.9,4.1744e-17,9.53512e-05,12810.2,3.26714e-17,9.4983e-05,13069.3,3.21618e-17,9.4808e-05,14589.7,2.47752e-17,9.40509e-05
0.475,9.1e-05,12200.9,1.01777e-16,9.61244e-05,12249.5,4.1744e-17,9.63225e-05,12712.7,3.26714e-17,9.59568e-05,12969.1,3.21619e-17,9.5782e-05,14474.6,2.47752e-17,9.50257e-05
0.475,9.2e-05,12112.6,1.01777e-16,9.7084e-05,12158.8,4.1744e-17,9.72929e-05,12617.1,3.26714e-17,9.69298e-05,12870.9,3.21619e-17,9.67552e-05,14361.8,2.47752e-17,9.59997e-05
0.475,9.3e-05,12026,1.01777e-16,9.80427e-05,12069.9,4.1744e-17,9.82625e-05,12523.3,3.26714e-17,9.79021e-05,12774.6,3.21619e-17,9.77277e-05,14251.1,2.47752e-17,9.6973e-05
0.475,9.4e-05,11941,1.01777e-16,9.90004e-05,11982.7,4.1744e-17,9.92312e-05,12431.3,3.26714e-17,9.88736e-05,12680.2,3.21619e-17,9.86994e-05,14142.5,2.47752e-17,9.79456e-05
0.475,9.5e-05,11857.6,1.01777e-16,9.99572e-05,11897.1,4.1744e-17,0.000100199,12341,3.26714e-17,9.98443e-05,12587.4,3.21619e-17,9.96704e-05,14036,2.47752e-17,9.89176e-05
0.475,9.6e-05,11775.8,1.01777e-16,0.000100913,11813,4.1744e-17,0.000101166,12252.4,3.26714e-17,0.000100814,12496.5,3.21619e-17,0.000100641,13931.5,2.47752e-17,9.98889e-05
0.475,9.7e-05,11695.4,1.01777e-16,0.000101868,11730.5,4.1744e-17,0.000102133,12165.4,3.26714e-17,0.000101784,12407.2,3.21619e-17,0.00010161,13828.9,2.47752e-17,0.00010086
0.475,9.8e-05,11616.5,1.01777e-16,0.000102822,11649.5,4.1744e-17,0.000103098,12079.9,3.26714e-17,0.000102752,12319.5,3.21619e-17,0.000102579,13728.2,2.47752e-17,0.000101829
0.475,9.9e-05,11538.9,1.01777e-16,0.000103775,11569.9,4.1744e-17,0.000104063,11996,3.26714e-17,0.00010372,12233.5,3.21619e-17,0.000103547,13629.3,2.47752e-17,0.000102799
0.475,0.0001,11462.8,1.01777e-16,0.000104728,11491.7,4.1744e-17,0.000105027,11913.6,3.26714e-17,0.000104687,12149,3.21619e-17,0.000104514,13532.2,2.47752e-17,0.000103767
0.475,0.000101,11387.9,1.01777e-16,0.000105679,11414.9,4.1744e-17,0.00010599,11832.7,3.26714e-17,0.000105653,12066,3.21619e-17,0.000105481,13436.7,2.47752e-17,0.000104736
0.475,0.000102,11314.4,1.01777e-16,0.00010663,11339.4,4.1744e-17,0.000106952,11753.2,3.26714e-17,0.000106619,11984.4,3.21619e-17,0.000106447,13343,2.47752e-17,0.000105703
0.475,0.000103,11242.1,1.01777e-16,0.000107579,11265.2,4.1744e-17,0.000107914,11675.1,3.26714e-17,0.000107584,11904.2,3.21619e-17,0.000107412,13250.9,2.47752e-17,0.00010667
0.475,0.000104,11171,1.01777e-16,0.000108528,11192.3,4.1744e-17,0.000108875,11598.3,3.26714e-17,0.000108548,11825.4,3.21619e-17,0.000108377,13160.3,2.47752e-17,0.000107636
0.475,0.000105,11101.1,1.01777e-16,0.000109477,11120.6,4.1744e-17,0.000109835,11522.8,3.26714e-17,0.000109512,11747.9,3.21619e-17,0.000109341,13071.3,2.47752e-17,0.000108602
0.475,0.000106,11032.4,1.01777e-16,0.000110424,11050,4.1744e-17,0.000110795,11448.5,3.26714e-17,0.000110475,11671.6,3.21619e-17,0.000110305,12983.8,2.47752e-17,0.000109567
0.475,0.000107,10964.8,1.01777e-16,0.00011137,10980.7,4.1744e-17,0.000111753,11375.4,3.26714e-17,0.000111437,11596.7,3.21619e-17,0.000111267,12897.8,2.47752e-17,0.000110531
0.475,0.000108,10898.3,1.01777e-16,0.000112316,10912.4,4.1744e-17,0.000112712,11303.6,3.26714e-17,0.000112399,11522.9,3.21619e-17,0.000112229,12813.2,2.47752e-17,0.000111495
0.475,0.000109,10832.8,1.01777e-16,0.000113261,10845.3,4.17439e-17,0.000113669,11232.9,3.26714e-17,0.00011336,11450.4,3.21619e-17,0.000113191,12729.9,2.47752e-17,0.000112458
