index,TE_0,TE_1,TE_3,Val
453,16.111,7.222,11.667,34327.4745344117
454,16.111,7.222,13.889,32972.63852791767
455,16.111,7.222,16.111,32239.834586255678
456,16.111,7.222,18.333,31227.909753382202
457,16.111,7.222,20.556,30728.320722828637
458,16.111,7.222,22.778,30363.53417474681
459,16.111,7.222,25.0,30059.746235340972
460,16.111,9.444,5.0,27430.94309633926
461,16.111,9.444,7.222,23966.777575148062
462,16.111,9.444,9.444,21861.478423901735
463,16.111,9.444,11.667,20323.72271510405
464,16.111,9.444,13.889,19176.538316498
465,16.111,9.444,16.111,18249.549465654247
466,16.111,9.444,18.333,17321.083534488513
467,16.111,9.444,20.556,16688.64055148351
468,16.111,9.444,22.778,16252.12616299997
469,16.111,9.444,25.0,15744.422697783542
470,16.111,11.667,5.0,20469.035778282196
471,16.111,11.667,7.222,17207.088150029707
472,16.111,11.667,9.444,15114.08313177902
473,16.111,11.667,11.667,13614.430328330398
474,16.111,11.667,13.889,12480.115368129247
475,16.111,11.667,16.111,11520.694954133834
476,16.111,11.667,18.333,10812.726945930573
477,16.111,11.667,20.556,10169.873718732397
478,16.111,11.667,22.778,9664.533870632835
479,16.111,11.667,25.0,9198.837353670222
480,16.111,13.889,5.0,17253.64514763938
481,16.111,13.889,7.222,14045.336119401634
482,16.111,13.889,9.444,12012.608595002292
483,16.111,13.889,11.667,10520.35135009804
484,16.111,13.889,13.889,9354.387706360743
485,16.111,13.889,16.111,8441.337446473139
486,16.111,13.889,18.333,7673.0963969628665
487,16.111,13.889,20.556,7028.357135278162
488,16.111,13.889,22.778,6515.882719033821
489,16.111,13.889,25.0,6054.236196650401
490,16.111,16.111,5.0,15564.844501421383
491,16.111,16.111,7.222,12369.667383907443
492,16.111,16.111,9.444,10309.661791348035
493,16.111,16.111,11.667,8794.634093787878
494,16.111,16.111,13.889,7614.0069623649315
495,16.111,16.111,16.111,6669.405097897767
496,16.111,16.111,18.333,5887.80550648031
497,16.111,16.111,20.556,5228.757712013027
498,16.111,16.111,22.778,4682.679116998034
499,16.111,16.111,25.0,4213.573666194245
500,16.111,18.333,5.0,14500.539361575973
501,16.111,18.333,7.222,11290.570389873526
502,16.111,18.333,9.444,9196.186559428203
503,16.111,18.333,11.667,7647.473808400709
504,16.111,18.333,13.889,6441.57694732705
505,16.111,18.333,16.111,5469.756004867824
506,16.111,18.333,18.333,4653.807501713644
507,16.111,18.333,20.556,3984.6197742856693
508,16.111,18.333,22.778,3418.7035320770424
509,16.111,18.333,25.0,2925.2901281241916
510,16.111,20.556,5.0,13733.09515723039
511,16.111,20.556,7.222,10504.901208032205
512,16.111,20.556,9.444,8369.071872300467
513,16.111,20.556,11.667,6789.586689421872
514,16.111,20.556,13.889,5557.395746250404
515,16.111,20.556,16.111,4552.006349572186
516,16.111,20.556,18.333,3714.622462507392
517,16.111,20.556,20.556,3012.6056174426635
518,16.111,20.556,22.778,2417.5611660010245
519,16.111,20.556,25.0,1907.3255159437933
520,16.111,22.778,5.0,13109.338786961123
521,16.111,22.778,7.222,9878.58037361122
522,16.111,22.778,9.444,7705.113561725599
523,16.111,22.778,11.667,6092.985497221038
524,16.111,22.778,13.889,4818.980380341048
525,16.111,22.778,16.111,3796.6775949459916
526,16.111,22.778,18.333,2940.7371480793972
527,16.111,22.778,20.556,2208.7271702480825
528,16.111,22.778,22.778,1600.812306511857
529,16.111,22.778,25.0,1072.7790552413971
530,16.111,25.0,5.0,12593.74759294052
531,16.111,25.0,7.222,9317.458827476727
532,16.111,25.0,9.444,7111.884100682005
533,16.111,25.0,11.667,5469.396759700221
534,16.111,25.0,13.889,4169.3219065640515
535,16.111,25.0,16.111,3122.4185327555133
536,16.111,25.0,18.333,2238.951558856286
537,16.111,25.0,20.556,1492.7141351884875
538,16.111,25.0,22.778,889.8450121258913
539,16.111,25.0,25.0,338.7995384655382
540,18.333,7.222,5.0,41175.431679688576
541,18.333,7.222,7.222,37640.94283386204
542,18.333,7.222,9.444,35232.52887046635
543,18.333,7.222,11.667,33574.41465449901
544,18.333,7.222,13.889,32201.01577398189
545,18.333,7.222,16.111,31468.211832319903
546,18.333,7.222,18.333,30406.04226652235
547,18.333,7.222,20.556,29906.453235968787
548,18.333,7.222,22.778,29541.66668788696
549,18.333,7.222,25.0,29237.878748481122
550,18.333,9.444,5.0,26174.204078729836
551,18.333,9.444,7.222,22715.11968510041
552,18.333,9.444,9.444,20615.08272462599
553,18.333,9.444,11.667,19038.12873706021
554,18.333,9.444,13.889,17895.022112208226
555,18.333,9.444,16.111,17016.246169470778
556,18.333,9.444,18.333,16113.374966664875
557,18.333,9.444,20.556,15448.61397661141
558,18.333,9.444,22.778,15012.099588127874
559,18.333,9.444,25.0,14518.24538654901
560,18.333,11.667,5.0,19701.797306678312
561,18.333,11.667,7.222,16465.99778777174
562,18.333,11.667,9.444,14418.834463162215
563,18.333,11.667,11.667,12949.980725366706
564,18.333,11.667,13.889,11850.013718770731
565,18.333,11.667,16.111,10920.348364155285
566,18.333,11.667,18.333,10212.380355952017
567,18.333,11.667,20.556,9584.41536216806
568,18.333,11.667,22.778,9066.999429155527
569,18.333,11.667,25.0,8616.714183610426
570,18.333,13.889,5.0,17033.814299374593
571,18.333,13.889,7.222,13878.478142805663
572,18.333,13.889,9.444,11871.40330231086
573,18.333,13.889,11.667,10404.234031918615
574,18.333,13.889,13.889,9262.793609630504
575,18.333,13.889,16.111,8361.794245271765
576,18.333,13.889,18.333,7605.464404953584
577,18.333,13.889,20.556,6972.497395408644
578,18.333,13.889,22.778,6460.022979164302
579,18.333,13.889,25.0,6010.010590308028
580,18.333,16.111,5.0,15708.012221628527
581,18.333,16.111,7.222,12558.32391998351
582,18.333,16.111,9.444,10515.767678909726
583,18.333,16.111,11.667,9017.757088314916
584,18.333,16.111,13.889,7845.475505970938
585,18.333,16.111,16.111,6917.237325570171
586,18.333,16.111,18.333,6135.637734152714
587,18.333,16.111,20.556,5484.607653886293
588,18.333,16.111,22.778,4946.437151119805
589,18.333,16.111,25.0,4477.3317003160155
590,18.333,18.333,5.0,14863.537807420633
591,18.333,18.333,7.222,11695.359178670476
592,18.333,18.333,9.444,9618.987348159404
593,18.333,18.333,11.667,8076.100257436185
594,18.333,18.333,13.889,6881.6015563108695
595,18.333,18.333,16.111,5915.3579840127495
596,18.333,18.333,18.333,5099.409480858562
597,18.333,18.333,20.556,4423.532601650046
598,18.333,18.333,22.778,3862.8239167582055
599,18.333,18.333,25.0,3374.547835242974
600,18.333,20.556,5.0,14230.40745223712
601,18.333,20.556,7.222,11019.983184107961
602,18.333,20.556,9.444,8892.73368354445
603,18.333,20.556,11.667,7321.621380732748
604,18.333,20.556,13.889,6097.593703561725
605,18.333,20.556,16.111,5092.204306883506
606,18.333,20.556,18.333,4258.822628675552
607,18.333,20.556,20.556,3560.7546118138102
608,18.333,20.556,22.778,2965.7101603721712
609,18.333,20.556,25.0,2481.475666011616
610,18.333,22.778,5.0,13716.979435842055
611,18.333,22.778,7.222,10480.579771942384
612,18.333,22.778,9.444,8313.231930072592
613,18.333,22.778,11.667,6707.024202779046
614,18.333,22.778,13.889,5435.9072983398655
615,18.333,22.778,16.111,4416.446112971735
616,18.333,22.778,18.333,3563.3016776248896
617,18.333,22.778,20.556,2831.291699793575
618,18.333,22.778,22.778,2226.128286996628
619,18.333,22.778,25.0,1700.8029579591687
620,18.333,25.0,5.0,13269.32155243364
621,18.333,25.0,7.222,10000.138755712156
622,18.333,25.0,9.444,7799.143301730595
623,18.333,25.0,11.667,6161.119077098963
624,18.333,25.0,13.889,4863.235066626396
625,18.333,25.0,16.111,3818.4969098086326
626,18.333,25.0,18.333,2937.170666554394
627,18.333,25.0,20.556,2190.933242886596
628,18.333,25.0,22.778,1567.8490869232342
629,18.333,25.0,25.0,1016.8036132628813
630,20.556,7.222,5.0,40545.44405174667
631,20.556,7.222,7.222,36983.2040732344
632,20.556,7.222,9.444,34547.48049680199
633,20.556,7.222,11.667,32840.55729922775
634,20.556,7.222,13.889,31448.90037428998
635,20.556,7.222,16.111,30716.096432628
636,20.556,7.222,18.333,29634.807609537904
637,20.556,7.222,20.556,29135.218578984342
638,20.556,7.222,22.778,28770.432030902506
639,20.556,7.222,25.0,28466.644091496673
640,20.556,9.444,5.0,25142.75006265998
641,20.556,9.444,7.222,21731.09845656518
642,20.556,9.444,9.444,19659.063003270643
643,20.556,9.444,11.667,18111.481632368024
644,20.556,9.444,13.889,16983.575074240092
645,20.556,9.444,16.111,16076.610595418348
646,20.556,9.444,18.333,15190.401083642055
647,20.556,9.444,20.556,14534.489740726598
648,20.556,9.444,22.778,14097.975352243062
649,20.556,9.444,25.0,13613.30842764019
650,20.556,11.667,5.0,19244.758414960586
651,20.556,11.667,7.222,16064.66294356657
652,20.556,11.667,9.444,14058.698943012369
653,20.556,11.667,11.667,12616.963990533903
654,20.556,11.667,13.889,11511.536182705355
655,20.556,11.667,16.111,10609.682944620477
656,20.556,11.667,18.333,9901.714936417216
657,20.556,11.667,20.556,9287.51682298126
658,20.556,11.667,22.778,8783.769545754954
659,20.556,11.667,25.0,8347.050881901012
660,20.556,13.889,5.0,17073.16521761283
661,20.556,13.889,7.222,13957.296589487549
662,20.556,13.889,9.444,11969.174067229318
663,20.556,13.889,11.667,10520.453313016314
664,20.556,13.889,13.889,9396.962147372105
665,20.556,13.889,16.111,8504.750195436165
666,20.556,13.889,18.333,7757.08307895523
667,20.556,13.889,20.556,7132.654276298359
668,20.556,13.889,22.778,6620.179860054025
669,20.556,13.889,25.0,6178.581396449503
670,20.556,16.111,5.0,16022.670050990064
671,20.556,16.111,7.222,12903.924271492431
672,20.556,16.111,9.444,10873.041026246228
673,20.556,16.111,11.667,9386.337890721472
674,20.556,16.111,13.889,8219.580781714583
675,20.556,16.111,16.111,7302.148902209795
676,20.556,16.111,18.333,6520.549310792331
677,20.556,16.111,20.556,5874.807472986582
678,20.556,16.111,22.778,5341.852920864187
679,20.556,16.111,25.0,4872.747470060398
680,20.556,18.333,5.0,15346.67354942568
681,20.556,18.333,7.222,12179.529398223442
682,20.556,18.333,9.444,10115.716170241465
683,20.556,18.333,11.667,8576.896373919479
684,20.556,18.333,13.889,7390.337451007312
685,20.556,18.333,16.111,6427.960921752378
686,20.556,18.333,18.333,5612.012418598191
687,20.556,18.333,20.556,4939.9304114204915
688,20.556,18.333,22.778,4382.941737331801
689,20.556,18.333,25.0,3898.3081270533926
690,20.556,20.556,5.0,14785.767060924132
691,20.556,20.556,7.222,11585.467194349018
692,20.556,20.556,9.444,9462.850056079205
693,20.556,20.556,11.667,7920.290001749369
694,20.556,20.556,13.889,6700.592800701291
695,20.556,20.556,16.111,5695.203404023073
696,20.556,20.556,18.333,4863.922873160589
697,20.556,20.556,20.556,4167.919880326619
698,20.556,20.556,22.778,3572.875428884987
699,20.556,20.556,25.0,3068.568755676193
700,20.556,22.778,5.0,14320.886625205807
701,20.556,22.778,7.222,11092.183156806104
702,20.556,22.778,9.444,8928.760032582171
703,20.556,22.778,11.667,7326.49823390866
704,20.556,22.778,13.889,6057.355253225704
705,20.556,22.778,16.111,5039.864905686351
706,20.556,22.778,18.333,4188.6854311919615
707,20.556,22.778,20.556,3456.675453360646
708,20.556,22.778,22.778,2853.468335902542
709,20.556,22.778,25.0,2330.087850670764
710,20.556,25.0,5.0,13916.761877367195
711,20.556,25.0,7.222,10652.44482404293
712,20.556,25.0,9.444,8454.459926257457
713,20.556,25.0,11.667,6819.2574166617105
714,20.556,25.0,13.889,5522.716715367623
715,20.556,25.0,16.111,4479.278589268342
716,20.556,25.0,18.333,3599.210415154658
717,20.556,25.0,20.556,2852.972991486867
718,20.556,25.0,22.778,2231.1062612399037
719,20.556,25.0,25.0,1680.0607875795506
720,22.778,7.222,5.0,39928.06737733178
721,22.778,7.222,7.222,36339.42378579827
722,22.778,7.222,9.444,33878.20171476645
723,22.778,7.222,11.667,32155.317415209905
724,22.778,7.222,13.889,30747.44007470287
725,22.778,7.222,16.111,30014.636133040876
726,22.778,7.222,18.333,28918.480282227676
727,22.778,7.222,20.556,28418.891251674115
728,22.778,7.222,22.778,28054.104703592282
729,22.778,7.222,25.0,27750.316764186446
730,22.778,9.444,5.0,24358.12653441949
731,22.778,9.444,7.222,20939.460175947883
732,22.778,9.444,9.444,18917.030505694293
733,22.778,9.444,11.667,17387.993244551
734,22.778,9.444,13.889,16269.719447715568
735,22.778,9.444,16.111,15372.621810546592
736,22.778,9.444,18.333,14506.825411724636
737,22.778,9.444,20.556,13861.447461786958
738,22.778,9.444,22.778,13424.933073303415
739,22.778,9.444,25.0,12951.007898380367
740,22.778,11.667,5.0,19011.176005037156
741,22.778,11.667,7.222,15881.121561604825
742,22.778,11.667,9.444,13911.39292603235
743,22.778,11.667,11.667,12493.167496686203
744,22.778,11.667,13.889,11399.295793425998
745,22.778,11.667,16.111,10520.152360661963
746,22.778,11.667,18.333,9812.184352458697
747,22.778,11.667,20.556,9209.138611162181
748,22.778,11.667,22.778,8716.408196645436
749,22.778,11.667,25.0,8290.570818028847
750,22.778,13.889,5.0,17264.928472704927
751,22.778,13.889,7.222,14179.344939870129
752,22.778,13.889,9.444,12205.663471511756
753,22.778,13.889,11.667,10770.93552432544
754,22.778,13.889,13.889,9660.999103778662
755,22.778,13.889,16.111,8775.402755911697
756,22.778,13.889,18.333,8034.244846553922
757,22.778,13.889,20.556,7416.220011830048
758,22.778,13.889,22.778,6903.745595585706
759,22.778,13.889,25.0,6468.447073497985
760,22.778,16.111,5.0,16394.56113677674
761,22.778,16.111,7.222,13297.098480702633
762,22.778,16.111,9.444,11293.687686753892
763,22.778,16.111,11.667,9815.090941573773
764,22.778,16.111,13.889,8652.288936400779
765,22.778,16.111,16.111,7742.574308863199
766,22.778,16.111,18.333,6960.974717445742
767,22.778,16.111,20.556,6318.9963331993295
768,22.778,16.111,22.778,5789.742664513578
769,22.778,16.111,25.0,5320.637213709789
770,22.778,18.333,5.0,15819.712317662443
771,22.778,18.333,7.222,12685.533874089682
772,22.778,18.333,9.444,10629.303652565613
773,22.778,18.333,11.667,9092.914658862403
774,22.778,18.333,13.889,7911.077396170157
775,22.778,18.333,16.111,6950.993519142058
776,22.778,18.333,18.333,6135.045015987878
777,22.778,18.333,20.556,5465.2114096297955
778,22.778,18.333,22.778,4910.4277880763575
779,22.778,18.333,25.0,4427.956787092757
780,22.778,20.556,5.0,15334.909437317978
781,22.778,20.556,7.222,12141.478449930613
782,22.778,20.556,9.444,10046.521515109895
783,22.778,20.556,11.667,8483.14412146701
784,22.778,20.556,13.889,7266.581112996325
785,22.778,20.556,16.111,6261.191716318106
786,22.778,20.556,18.333,5431.456717600461
787,22.778,20.556,20.556,4736.986631888048
788,22.778,20.556,22.778,4141.942180446416
789,22.778,20.556,25.0,3639.1571002001765
790,22.778,22.778,5.0,14904.87552680438
791,22.778,22.778,7.222,11682.091769912884
792,22.778,22.778,9.444,9521.609834778163
793,22.778,22.778,11.667,7922.257320790167
794,22.778,22.778,13.889,6654.552484203715
795,22.778,22.778,16.111,5638.486874423785
796,22.778,22.778,18.333,4788.716932359204
797,22.778,22.778,20.556,4056.70695452789
798,22.778,22.778,22.778,3454.8923704397025
799,22.778,22.778,25.0,2932.88563099395
800,22.778,25.0,5.0,14530.534393549575
801,22.778,25.0,7.222,11269.29156794923
802,22.778,25.0,9.444,9073.161673803981
803,22.778,25.0,11.667,7439.666219439797
804,22.778,25.0,13.889,6143.929083523454
805,22.778,25.0,16.111,5101.26415447011
806,22.778,25.0,18.333,4221.9410071480115
807,22.778,25.0,20.556,3475.703583480213
808,22.778,25.0,22.778,2854.555902620499
809,22.778,25.0,25.0,2303.510428960146
810,25.0,7.222,5.0,39352.62035351835
811,25.0,7.222,7.222,35740.72295224537
812,25.0,7.222,9.444,33257.21160191768
813,25.0,7.222,11.667,31521.860325837984
814,25.0,7.222,13.889,30099.372514891358
815,25.0,7.222,16.111,29366.568573229368
816,25.0,7.222,18.333,28259.242196143317
817,25.0,7.222,20.556,27759.653165589752
818,25.0,7.222,22.778,27394.866617507923
819,25.0,7.222,25.0,27091.078678102083
820,25.0,9.444,5.0,23730.2637639202
821,25.0,9.444,7.222,20374.191162117055
822,25.0,9.444,9.444,18340.159217647986
823,25.0,9.444,11.667,16832.317321214923
824,25.0,9.444,13.889,15724.902701419574
825,25.0,9.444,16.111,14838.827411593502
826,25.0,9.444,18.333,13995.529097149518
827,25.0,9.444,20.556,13361.60782096686
828,25.0,9.444,22.778,12925.093432483322
829,25.0,9.444,25.0,12462.750037631593
830,25.0,11.667,5.0,18942.667474457667
831,25.0,11.667,7.222,15855.032598240425
832,25.0,11.667,9.444,13915.68994791812
833,25.0,11.667,11.667,12517.032903033465
834,25.0,11.667,13.889,11432.738718672914
835,25.0,11.667,16.111,10572.339249195888
836,25.0,11.667,18.333,9864.371240992614
837,25.0,11.667,20.556,9270.493514964792
838,25.0,11.667,22.778,8786.79654526356
839,25.0,11.667,25.0,8369.8593606276
840,25.0,13.889,5.0,17536.468899902557
841,25.0,13.889,7.222,14473.209112366505
842,25.0,13.889,9.444,12510.099218420279
843,25.0,13.889,11.667,11085.564124566805
844,25.0,13.889,13.889,9985.452889901911
845,25.0,13.889,16.111,9104.634713376716
846,25.0,13.889,18.333,8368.167262558341
847,25.0,13.889,20.556,7754.746635479334
848,25.0,13.889,22.778,7242.272219235
849,25.0,13.889,25.0,6811.493142969717
850,25.0,16.111,5.0,16825.1539312674
851,25.0,16.111,7.222,13743.818024383801
852,25.0,16.111,9.444,11727.045234690566
853,25.0,16.111,11.667,10253.973994265296
854,25.0,16.111,13.889,9093.855330507458
855,25.0,16.111,16.111,8189.349321154169
856,25.0,16.111,18.333,7407.749729736713
857,25.0,16.111,20.556,6768.2969331565055
858,25.0,16.111,22.778,6241.51658271327
859,25.0,16.111,25.0,5772.41113190948
860,25.0,18.333,5.0,16322.015448973061
861,25.0,18.333,7.222,13172.281053486362
862,25.0,18.333,9.444,11120.675263229434
863,25.0,18.333,11.667,9585.7808370349
864,25.0,18.333,13.889,8406.87734365168
865,25.0,18.333,16.111,7448.2376523222965
866,25.0,18.333,18.333,6632.289149168117
867,25.0,18.333,20.556,5963.887910999923
868,25.0,18.333,22.778,5410.527320894306
869,25.0,18.333,25.0,4929.472490957937
870,25.0,20.556,5.0,15850.736472339728
871,25.0,20.556,7.222,12663.226221245932
872,25.0,20.556,9.444,10569.805904789526
873,25.0,20.556,11.667,9009.300400598204
874,25.0,20.556,13.889,7795.539549396449
875,25.0,20.556,16.111,6790.15015271823
876,25.0,20.556,18.333,5961.7827015604225
877,25.0,20.556,20.556,5268.653881771745
878,25.0,20.556,22.778,4673.609430330113
879,25.0,20.556,25.0,4172.136394409937
880,25.0,22.778,5.0,15447.865449480074
881,25.0,22.778,7.222,12228.189426076373
882,25.0,22.778,9.444,10068.968299656399
883,25.0,22.778,11.667,8470.72041612998
884,25.0,22.778,13.889,7203.518482212461
885,25.0,22.778,16.111,6211.656422392814
886,25.0,22.778,18.333,5362.342725141421
887,25.0,22.778,20.556,4630.3327473101
888,25.0,22.778,22.778,4028.9528762821706
889,25.0,22.778,25.0,3507.3631616215825
890,25.0,25.0,5.0,15082.259634925473
891,25.0,25.0,7.222,11822.346732435142
892,25.0,25.0,9.444,9627.25375233702
893,25.0,25.0,11.667,7994.912158915671
894,25.0,25.0,13.889,6699.788945623667
895,25.0,25.0,16.111,5657.758935813627
896,25.0,25.0,18.333,4779.088961160533
897,25.0,25.0,20.556,4032.851537492734
898,25.0,25.0,22.778,3412.3725436421873
899,25.0,25.0,25.0,2861.327069981834
